8/7/18,416.85,*,EDUCATION,Amazon web services aws.amazon.coWA
8/7/18,-3.49,*,PHARMACY,CVS/PHARMACY #02558 NEW YORK NY
8/7/18,-4.5,*,PUBLIC_TRANSPORTATION,NJT NEWPRTPAVONIA 0791 NEWARK NJ
8/6/18,-6.18,*,FAST_FOOD,ARAMARK@JPMC NEWPORT JERSEY CITY NJ
8/6/18,-3,*,EDUCATION,NYU CAMPUS SERVICES 212-995-4025 NY
8/5/18,-118.8,*,TRAVEL,DELTA AIR 0062335348508DELTA.COM CA
8/5/18,-6.48,*,FAST_FOOD,STARBUCKS STORE 00847 NEW YORK NY
8/5/18,-8.92,*,FAST_FOOD,MCDONALD'S F7552 NEW YORK NY
8/5/18,-12.25,*,FAST_FOOD,BAGEL ON THE SQUARE NEW YORK NY
8/4/18,-5.7,*,RENTAL_CAR,LYFT *RIDE SAT 7PM 8552800278 CA
8/4/18,-12.78,*,RENTAL_CAR,LYFT *RIDE SAT 12PM 8552800278 CA
8/4/18,-35,*,RESTAURANT,VILLAGE YOKOCHO NEW YORK NY
8/4/18,-80.57,*,RESTAURANT,AMERICA OOTOYA NEW YORK NY
8/3/18,-8.54,*,FAST_FOOD,ARAMARK@JPMC NEWPORT JERSEY CITY NJ
8/2/18,-9.32,*,FAST_FOOD,ARAMARK@JPMC GRAB & GO NEW YORK NY
8/2/18,163.64,*,CREDIT_PAYMENT,AUTOMATIC PAYMENT - THANK YOU
8/1/18,-10.64,*,FAST_FOOD,SARKU JAPAN 107 JERSEY CITY NJ
